RAW_WTS,TRIM_WTS,HAPPY_FS,HAPPY_1,HAPPY_2,HAPPY_3,HAPPY_4,ANX_FS,ANX_1,ANX_2,ANX_3,ANX_4,DEP_FS,DEP_1,DEP_2,DEP_3,DEP_4,DEP_5,LONE_FS,LONE_1,LONE_2,LONE_3,LONE_4,LONE_5,SOCANX_FS,SOCANX_1,SOCANX_2,SOCANX_3,CLASS,DISTANCE,GENDER,GENDER_4_TEXT,TRANS,SEX_ORIENT_1,SEX_ORIENT_2,SEX_ORIENT_3,SEX_ORIENT_4,SEX_ORIENT_5,SEX_ORIENT_6,SEX_ORIENT_6_TEXT,RACETHN,ETHNICITY,RACE_1,RACE_2,RACE_3,RACE_4,RACE_5,PAREDU,AGE,GPA,MAJOR_0,MAJOR_1,MAJOR_2,MAJOR_3,MAJOR_4,MAJOR_5,MAJOR_6,MAJOR_7,MAJOR_8,MAJOR_9,MAJOR_10,MAJOR_11,MAJOR_12,MAJOR_13,MAJOR_14,MAJOR_15,MAJOR_16,MAJOR_17,MAJOR_18,MAJOR_19,MAJOR_20,MAJOR_21,MAJOR_22,MAJOR_22_TEXT,F1VISA,DISABL_0,DISABL_1,DISABL_2,DISABL_3,DISABL_4,DISABL_5,DISABL_6,DISABL_7,DISABL_8,DISABL_9,DISABL_9_TEXT,FIN_RES_1,FIN_RES_2,FIN_RES_3,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,PAY_6_TEXT,NEED,LOANS,OUTCOMES_1,OUTCOMES_4,OUTCOMES_2,OUTCOMES_3,LIFESAT_FS,LIFESAT_1,LIFESAT_2,LIFESAT_3,SELFEST_FS,SELFEST_1,SELFEST_2,SELFEST_3,ACT1_1,ACT1_2,ACT1_3,ACT1_4,ACT1_5,ACT1_6,ACT1_7,ACT1_8,ACT1_9,ACT1_10,ACT1_11,ACT1_12,ACT1_13,ACT1_14,ACT1_15,ACT1_15_TEXT,ACT_FS,ACT2_1,ACT2_2,ACT2_3,ACT2_4,ACT2_5,ACT2_6,ACT2_7,ACT2_8,ACT2_9,ACT2_10,ACAENG_FS,ACAENG_1,ACAENG_2,ACAENG_3,ACAENG_4,ACAENG_5,ACAENG_6,ACAENG_7,ACAENG_8,ACAENG_9,ACAENG_10,ACAENG_11,BELONG_FS,BELONG_1,BELONG_2,BELONG_3,BELONG_4,BELONG_5,BELONG_6,BELONG_7,BELONG_8,BELONG_9,BELONG_10,BELONG_11,BELONG_12,BELONG_13,BDISC_1,BDISC_2,BDISC_3,BDISC_4,BDISC_5,BDISC_6,BDISC_7,MEANING_FS,MEANING_1,MEANING_2,MEANING_3,MEANING_4,MEANING_5,MEANING_6,MEANING_7,MEANING_8,MEANING_9,MEANING_10,MEANING_11,PURP_FS,PURP_1,PURP_2,PURP_3,PURP_4,PURP_5,PURP_6,PURP_7,PURP_8,PURP_9,PURP_10,PURP_11,OPT_FS,OPT_1,OPT_2,OPT_3,PERS_FS,PERS_1,PERS_2,PERS_3,COPING_FS,COPING_1,COPING_2,COPING_3,COPING_4,COPING_5,COPING_6,COPING_7,COPING_8,COPING_9,COPING_10,HEALTH_1,HEALTH_2,HEALTH_3,HEALTH_4,HEALTH_5,HEALTH_6,HEALTH_7,FRIENDS_FS,FRIENDS_1,FRIENDS_2,FRIENDS_3,FRIENDS_4,FRIENDS_5,FRIENDS_6,FRIENDS_7,FRIENDS_8,FRIENDS_9,MILITARY,SPIRIT,FRNSCHL,ABROAD,REGION,HOUSING,RA,INTERN,WORK,AD_FIN_1,AD_FIN_2
2.362573,2.364953,37.24783,2,2,1,1,36.00137,2,1,2,1,50.68027,2,2,1,2,2,49.73896,5,3,2,2,1,41.29013,1,1,1,Freshman,None Distance Learner ,Male,NA,Cisgender,NA,NA,NA,1,NA,NA,NA,Black or African American,Not Hispanic or Latino,NA,NA,1,NA,NA,Parents have completed 1 year of college,18,3.3 - 3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Not on F1 Visa,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,2,2,1,2,2,2,1,NA,No need-based aid,2,1,6,3,1,42.90127,3,3,5,39.46865,3,3,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,NA,54.45018,5,4,5,5,5,4,5,3,2,6,27.95335,2,3,3,3,6,6,6,6,5,2,2,31.14224,2,3,2,5,3,4,1,4,3,3,1,2,6,1,1,1,1,1,1,1,45.43089,3,4,4,4,4,1,1,5,4,4,4,60.71051,6,6,6,6,6,6,6,2,6,6,6,50.19801,2,2,6,65.36068,6,6,6,63.54242,2,2,2,4,4,4,5,4,4,1,6,5,4,6,6,4,5,31.03138,2,3,2,1,1,2,5,5,1,1,10,0,2,5,1,2,4,4,2,2
0.980615,0.9829945,45.37853,3,3,2,1,62.39429,4,5,5,4,47.38643,3,1,1,1,1,46.85018,3,1,4,2,1,50.5583,3,1,2,Junior,None Distance Learner ,Female,NA,Cisgender,NA,NA,NA,NA,NA,1,NA,Black or African American,Not Hispanic or Latino,NA,NA,1,NA,NA,Parents have not completed 1 year of college,21,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Not on F1 Visa,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,2,2,2,2,1,1,NA,No need-based aid,2,6,6,1,1,63.66497,5,6,6,64.45355,6,6,6,1,2,2,1,1,2,1,1,1,1,1,2,1,1,1,NA,59.86688,5,6,6,5,6,5,4,5,4,5,44.76771,4,5,2,5,3,6,5,2,6,3,6,51.7485,5,5,4,3,1,5,3,2,3,5,2,5,5,1,1,1,1,1,1,1,53.2624,6,3,5,6,4,5,6,6,6,5,5,60.71051,6,6,6,6,6,6,6,4,6,6,6,59.54465,5,5,5,54.61882,5,5,5,50.47186,4,4,3,5,6,5,6,NA,5,NA,1,4,1,1,1,6,1,36.55448,4,2,5,3,1,6,5,5,5,1,4,0,1,5,9,2,1,1,3,2
1,1.00238,34.69303,1,2,1,1,63.12445,5,4,5,5,71.02121,5,4,3,2,5,62.79705,2,3,4,3,4,48.40322,2,1,3,Senior,None Distance Learner ,Nonbinary,NA,Cisgender,NA,1,NA,NA,NA,NA,NA,Hispanic or Latino,Hispanic or Latino,NA,NA,NA,NA,1,Parents have completed 1 year of college,21,3.3 - 3.6.7 - 3.3 - 3.6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Visual Communications,Not on F1 Visa,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,5,2,2,2,1,1,NA,NA,Does have need-based aid,NA,6,6,6,2,47.31234,4,4,4,44.32196,4,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,31.11051,1,1,1,4,1,2,4,3,1,5,39.94782,4,4,2,6,5,5,5,3,5,2,4,35.15988,2,3,3,4,5,5,4,3,4,3,1,2,5,2,1,1,1,1,2,1,56.55282,5,5,5,4,4,5,4,6,4,5,4,47.08732,4,5,5,4,4,4,6,4,4,3,6,35.87969,1,1,4,41.21925,3,4,4,52.46688,4,4,2,3,2,4,5,2,4,1,3,5,5,5,6,5,2,42.97778,4,4,4,2,1,3,5,4,2,1,10,5,2,5,11,2,1,1,5,4
0.8042295,0.806609,49.19763,3,3,3,2,46.88295,4,2,3,2,44.19377,2,2,1,1,1,40.03004,1,1,1,1,1,41.29013,1,1,1,Junior,None Distance Learner ,Female,NA,Cisgender,NA,NA,NA,1,NA,NA,NA,Hispanic or Latino,Hispanic or Latino,NA,NA,NA,NA,1,Parents have not completed 1 year of college,22,3.3 - 3.6.7 - 3.3 - 3.6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Social Work,Not on F1 Visa,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,1,2,1,1,NA,NA,No need-based aid,NA,6,6,3,1,65.14926,6,6,6,64.45355,6,6,6,1,1,1,1,1,2,1,1,1,1,1,2,1,1,NA,NA,31.11051,1,1,1,4,5,5,6,4,3,5,63.45053,6,6,5,6,6,6,6,5,6,6,6,65.08383,6,6,6,6,1,6,6,3,6,6,6,6,6,1,1,1,1,1,1,1,65.93103,6,6,6,4,6,6,6,6,6,6,6,60.71051,6,6,6,5,6,6,6,2,6,6,6,64.34584,5,5,6,65.36068,6,6,6,50.07,3,4,4,6,6,6,6,6,6,1,4,4,5,6,6,6,4,59.26557,6,6,6,6,1,6,6,6,1,1,2,0,1,5,9,2,1,1,1,1
0.8042295,0.806609,37.24783,2,2,1,1,66.94154,5,5,5,5,76.8189,5,5,4,4,5,64.09108,3,3,5,5,3,74.8925,5,5,5,Freshman,None Distance Learner ,Female,NA,Cisgender,NA,NA,NA,1,NA,NA,NA,Hispanic or Latino,Hispanic or Latino,NA,NA,NA,NA,1,Parents have not completed 1 year of college,19,8,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not on F1 Visa,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,1,2,2,1,1,1,NA,Does have need-based aid,NA,3,2,3,1,29.47542,2,2,2,31.14036,2,2,2,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,NA,44.08214,1,4,4,5,4,5,5,5,2,6,33.8524,3,4,1,3,5,5,5,3,3,6,4,35.15988,2,3,3,1,6,6,6,4,4,3,1,6,4,2,1,1,1,1,1,1,32.67895,3,3,2,2,2,6,5,4,4,4,4,41.88051,5,4,4,4,2,5,2,6,5,2,4,35.28139,4,2,2,43.87696,4,4,4,46.48181,4,4,5,4,1,6,5,3,6,1,5,1,4,4,3,4,1,59.26557,6,6,6,4,1,6,4,6,6,1,2,0,1,5,5,2,1,4,5,5
0.8311771,0.8335566,42.82374,2,3,2,1,43.14835,1,3,4,2,57.06559,4,4,3,2,2,49.09052,4,2,2,2,2,54.28356,2,3,3,Sophomore,None Distance Learner ,Female,NA,Cisgender,NA,NA,NA,1,NA,NA,NA,White,Not Hispanic or Latino,NA,NA,NA,NA,1,Parents have not completed 1 year of college,19,3.3 - 3.6.7 - 3.3 - 3.6.9,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not on F1 Visa,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,4,2,2,2,2,2,1,1,1,NA,Does have need-based aid,NA,5,6,2,3,40.64758,3,3,4,24.51901,1,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,1,NA,NA,55.543,5,5,5,3,4,5,2,4,3,5,46.04324,5,4,3,4,4,4,3,3,6,6,5,47.73086,5,5,3,4,4,5,5,5,4,3,3,3,3,2,2,1,1,1,1,1,39.5401,4,3,3,2,4,5,5,4,3,5,3,39.07505,4,4,4,5,5,6,4,3,3,4,3,40.08258,4,2,3,38.92487,4,3,4,44.88864,5,4,5,1,3,5,3,5,5,3,4,2,4,5,4,5,4,51.12167,5,5,5,5,3,5,4,3,3,1,10,NA,2,5,9,2,1,NA,3,3
1.633823,1.636203,41.06693,2,2,2,2,36.24301,2,1,2,NA,44.58877,1,2,1,1,2,40.03004,1,1,1,1,1,45.09788,2,1,1,Sophomore,None Distance Learner ,Male,NA,Cisgender,NA,NA,NA,1,NA,NA,NA,Hispanic or Latino,Hispanic or Latino,NA,NA,NA,NA,1,Parents have not completed 1 year of college,18,3.3 - 3.6.7 - 3.3 - 3.6.9,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not on F1 Visa,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,1,2,2,1,1,1,NA,Does have need-based aid,NA,6,6,3,1,57.71509,6,5,5,57.83219,5,5,6,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,NA,37.21864,2,2,2,3,4,2,4,5,NA,5,41.61991,4,4,3,4,3,3,3,2,4,1,3,40.45993,3,4,3,4,2,4,1,3,2,2,5,2,2,1,1,1,1,1,1,1,50.66202,6,4,4,5,4,4,3,5,6,5,4,39.07505,4,4,4,3,4,4,5,3,4,2,4,50.02752,4,4,4,43.87696,4,4,4,56.00963,3,3,3,4,4,3,4,4,4,1,3,3,4,4,4,4,4,34.83388,3,3,3,4,1,4,1,4,2,1,11,6,2,5,5,2,1,1,3,3
0.980615,0.9829945,45.37853,3,3,2,1,66.94154,5,5,5,5,48.17642,1,1,3,1,3,55.59777,5,5,1,3,1,74.8925,5,5,5,Freshman,None Distance Learner ,Female,NA,Cisgender,NA,NA,NA,1,NA,NA,NA,Black or African American,Not Hispanic or Latino,NA,NA,1,NA,NA,Parents have not completed 1 year of college,19,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,1,2,1,2,1,1,NA,NA,2,4,2,6,3,32.49853,1,2,4,50.94331,5,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,49.68846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.39274,3,1,1,1,1,1,1,1,6,4,3,34.39554,4,4,1,1,6,4,1,1,1,1,1,1,5,1,1,1,1,1,1,1,39.62342,4,1,4,6,1,1,4,4,6,6,1,60.71051,6,6,6,6,6,6,6,6,6,1,6,40.68087,1,1,5,48.46571,2,6,4,33.41125,6,6,6,1,1,1,1,4,2,4,1,4,4,6,6,6,1,18.54609,1,1,1,1,6,1,1,1,1,1,4,NA,2,5,5,2,2,4,5,5
0.8042295,0.806609,31.80269,1,1,1,1,60.60722,4,4,4,5,63.25828,3,3,4,4,3,66.41553,3,4,5,4,3,62.68415,3,4,4,Freshman,None Distance Learner ,Female,NA,Cisgender,NA,NA,NA,NA,NA,NA,NA,Hispanic or Latino,Hispanic or Latino,NA,NA,NA,NA,NA,Parents have not completed 1 year of college,18,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not on F1 Visa,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,4,4,3,2,2,2,1,1,1,NA,Does have need-based aid,NA,5,6,3,3,51.05032,5,4,5,50.94331,5,4,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,NA,58.08263,4,6,6,6,5,5,3,5,5,5,54.20731,5,5,5,5,5,5,5,5,5,3,3,50.4661,4,4,5,5,3,5,5,3,4,4,3,3,5,1,1,1,1,1,1,1,48.03127,3,3,5,6,4,4,4,4,4,5,5,49.89278,5,5,5,5,5,5,5,5,5,3,2,41.02344,1,3,4,43.87696,4,4,4,44.93409,5,5,3,3,5,5,5,5,5,1,1,3,3,2,5,5,1,52.6647,6,5,5,4,1,5,5,5,1,1,2,0,2,5,9,2,2,2,3,5
0.8311771,0.8335566,57.53313,4,5,3,2,66.94154,5,5,5,5,79.71775,5,5,5,5,5,40.03004,3,1,1,1,1,46.24813,1,1,4,Junior,None Distance Learner ,Female,NA,Cisgender,NA,NA,NA,1,NA,NA,NA,White,Not Hispanic or Latino,NA,NA,NA,NA,1,Parents have completed 1 year of college,20,3.3 - 3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not on F1 Visa,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,2,1,1,1,1,1,NA,NA,NA,6,6,3,1,65.14926,6,6,6,64.45355,6,6,6,2,1,2,1,2,2,1,1,1,1,1,1,1,1,NA,NA,61.65113,6,6,6,6,6,6,6,6,5,6,65.12262,6,6,6,6,6,6,6,6,6,6,6,65.08383,6,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,65.93103,6,6,6,6,6,6,6,6,6,6,6,60.71051,6,6,6,6,6,6,6,4,6,6,6,69.06179,6,6,6,53.78114,4,6,4,35.40627,6,6,5,6,6,6,6,6,6,1,6,4,6,6,6,6,6,59.26557,6,6,6,6,6,6,6,6,6,1,3,0,2,5,9,2,1,4,1,3
1.633823,1.636203,50.33118,3,3,3,3,58.57719,4,4,4,4,47.38643,3,3,2,1,1,52.14467,3,2,5,2,1,41.29013,1,1,1,Freshman,None Distance Learner ,Male,NA,Cisgender,NA,NA,NA,1,NA,NA,NA,Hispanic or Latino,Hispanic or Latino,NA,NA,1,NA,NA,Parents have completed 1 year of college,18,3.0 - 3.2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,Not on F1 Visa,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,2,1,1,NA,NA,Does have need-based aid,NA,3,2,1,1,45.82805,3,4,4,52.97889,4,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,31.11051,1,1,1,2,2,3,5,1,1,6,39.94782,4,4,2,5,5,5,3,1,1,1,3,44.47757,3,4,4,4,2,4,3,2,3,4,2,3,6,1,1,1,1,1,1,1,34.50597,4,1,3,4,4,4,3,4,5,5,3,60.71051,6,6,6,6,4,4,4,1,5,5,3,47.3704,5,4,3,59.57091,5,6,5,69.48204,2,1,1,4,4,5,5,5,5,1,1,1,6,4,4,4,2,48.32331,6,4,5,3,3,4,3,3,4,1,10,NA,1,5,3,2,1,4,1,2
0.8311771,0.8335566,50.33118,3,3,3,3,44.36572,3,2,2,2,47.48761,1,2,1,2,2,67.21148,4,4,4,4,4,54.28356,2,3,3,Junior,None Distance Learner ,Female,NA,Cisgender,NA,NA,NA,1,NA,NA,NA,White,Not Hispanic or Latino,NA,NA,NA,NA,1,Parents have completed 1 year of college,21,3.3 - 3.6.7 - 3.3 - 3.6.9,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not on F1 Visa,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,3,2,3,2,2,2,2,2,NA,NA,No need-based aid,1,6,6,2,2,56.2308,5,5,5,48.06448,3,4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,37.21864,2,2,2,2,4,NA,2,2,2,5,48.11188,4,5,4,5,6,6,6,2,4,2,5,44.47757,3,4,4,4,3,4,5,2,5,3,5,4,4,1,1,1,1,1,1,1,54.03576,5,4,5,3,2,5,4,5,5,4,3,49.89278,5,5,5,5,3,5,4,5,4,4,4,53.11245,2,5,5,54.61882,5,5,5,44.88864,5,4,5,5,2,5,5,4,4,4,2,4,5,3,6,6,2,51.12167,5,5,5,5,1,5,5,5,2,1,10,0,2,5,9,2,2,1,2,4
0.8042295,0.806609,31.80269,1,1,1,1,66.94154,5,5,5,5,79.71775,5,5,5,5,5,76.27196,5,5,5,5,5,74.8925,5,5,5,Sophomore,None Distance Learner ,Female,NA,NA,NA,1,NA,NA,NA,NA,NA,Hispanic or Latino,Hispanic or Latino,NA,NA,NA,NA,1,Parents have completed 1 year of college,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,Not on F1 Visa,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,5,5,5,2,1,1,2,1,1,NA,NA,2,3,6,1,1,27.99114,1,2,2,47.79695,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,31.11051,1,1,1,4,4,4,1,1,1,5,27.95335,2,3,3,3,1,4,2,3,4,1,4,34.39554,4,4,1,2,4,4,1,2,2,2,2,2,5,1,1,1,1,1,1,1,33.4523,2,4,2,1,1,1,4,1,3,3,3,39.07505,4,4,4,4,1,1,1,6,1,1,4,40.51039,3,3,3,38.56153,2,4,4,33.41125,6,6,6,2,1,1,1,1,5,5,4,3,1,4,4,5,2,42.97778,4,4,4,1,1,1,4,4,6,1,11,0,1,5,9,2,1,NA,4,5
0.8042295,0.806609,52.88597,4,3,3,3,39.81846,2,2,2,1,47.78143,2,2,1,1,2,43.00008,1,1,2,2,1,41.29013,1,1,1,Junior,None Distance Learner ,Female,NA,Cisgender,NA,NA,NA,1,NA,NA,NA,Hispanic or Latino,Hispanic or Latino,NA,NA,1,NA,NA,Parents have completed 1 year of college,19,3.3 - 3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Not on F1 Visa,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,2,1,2,1,1,NA,NA,1,6,6,5,2,52.49281,4,5,4,52.65026,5,4,5,1,1,2,1,1,2,1,1,2,1,1,2,1,1,1,NA,49.43488,4,4,4,4,4,4,4,4,4,5,54.20731,5,5,5,5,5,5,5,4,4,4,4,55.76614,5,5,5,4,5,5,5,6,5,5,6,4,5,1,1,1,1,1,1,1,54.03576,5,4,5,4,4,4,3,5,4,4,5,52.69824,6,5,5,5,5,6,5,5,4,5,6,54.82871,4,4,5,54.61882,5,5,5,48.47683,4,4,4,5,4,5,4,4,4,2,5,5,4,5,5,4,4,51.12167,5,5,5,5,5,5,5,5,5,1,4,0,1,5,9,2,2,3,1,2
0.8311771,0.8335566,43.95728,2,3,2,2,41.84849,2,2,2,2,44.19377,2,2,1,1,1,41.95509,2,1,2,1,1,41.29013,1,1,1,Senior,None Distance Learner ,Female,NA,Cisgender,1,NA,NA,1,NA,NA,NA,White,Not Hispanic or Latino,NA,NA,NA,NA,1,Parents have completed 1 year of college,21,3.3 - 3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,Not on F1 Visa,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,1,1,2,1,2,1,1,NA,NA,No need-based aid,NA,6,6,6,2,51.05032,5,4,5,49.5039,4,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,37.21864,2,2,2,2,5,5,5,3,3,5,65.12262,6,6,6,6,5,5,5,5,5,2,5,55.76614,5,5,5,5,2,5,3,4,5,5,5,4,5,1,1,1,1,1,1,1,48.91831,5,4,4,5,5,5,5,5,5,5,5,49.89278,5,5,5,5,6,5,5,1,5,4,6,59.54465,5,5,5,54.61882,5,5,5,56.00963,3,3,3,5,5,5,5,5,5,1,4,5,4,5,5,5,4,45.23726,4,4,5,3,1,3,4,5,1,1,4,0,1,5,11,2,3,4,1,2
0.8042295,0.806609,42.40527,2,3,1,3,57.27733,5,3,5,4,47.78143,2,2,1,1,2,53.82068,2,2,5,1,2,44.59546,1,1,3,Junior,None Distance Learner ,Female,NA,Cisgender,NA,NA,NA,1,NA,NA,NA,Hispanic or Latino,Hispanic or Latino,NA,NA,NA,NA,1,Parents have not completed 1 year of college,21,6,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not on F1 Visa,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,5,5,3,2,2,1,1,1,1,NA,NA,NA,6,6,1,1,65.14926,6,6,6,57.83219,5,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,31.11051,1,1,1,3,5,1,3,1,1,6,65.12262,6,6,6,6,6,6,6,3,6,1,6,65.08383,6,6,6,6,4,6,1,1,6,1,3,3,3,1,1,1,1,1,1,1,47.1746,4,4,4,3,6,6,6,6,6,6,6,60.71051,6,6,6,6,2,6,6,6,6,6,6,54.91395,3,3,6,19.73553,1,2,2,38.94902,5,5,6,3,5,6,NA,3,4,3,6,3,6,6,6,6,1,54.63649,3,6,6,6,2,6,6,6,2,1,4,0,1,5,9,2,1,4,5,5
0.8990751,0.9014546,63.90702,5,5,4,3,36.00137,2,1,1,1,41.00111,1,1,1,1,1,40.03004,1,1,1,1,1,41.29013,1,1,1,Freshman,None Distance Learner ,Male,NA,Cisgender,NA,NA,NA,1,NA,NA,NA,Two or More Races,Not Hispanic or Latino,NA,1,NA,NA,1,Parents have completed 1 year of college,19,3.0 - 3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,Not on F1 Visa,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,3,2,2,1,1,1,NA,NA,NA,NA,6,6,1,1,63.66497,5,6,6,64.45355,6,6,6,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,NA,37.21864,2,2,2,2,2,2,2,2,2,2,43.68855,3,5,4,6,6,6,6,6,2,2,4,65.08383,6,6,6,6,1,6,6,6,6,4,6,6,2,1,1,1,1,1,1,1,65.93103,6,6,6,6,6,6,6,6,6,6,6,60.71051,6,6,6,6,6,6,6,1,6,6,6,64.77365,4,6,6,62.70297,5,6,6,46.88366,5,4,4,6,6,6,6,6,6,1,2,4,6,5,6,6,2,59.26557,6,6,6,6,1,6,3,5,1,4,10,0,2,5,5,2,1,1,1,3
0.8042295,0.806609,39.80263,3,2,1,1,49.72564,2,3,4,4,53.77175,5,3,3,1,1,56.31006,1,3,4,2,2,48.82314,1,3,2,Junior,None Distance Learner ,Female,NA,Cisgender,NA,NA,NA,1,NA,NA,NA,Hispanic or Latino,Hispanic or Latino,NA,NA,NA,NA,NA,Parents have not completed 1 year of college,21,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not on F1 Visa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,1,2,2,1,1,1,NA,Does have need-based aid,NA,6,6,6,1,56.2308,5,5,5,44.32196,4,3,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,43.32676,3,3,3,2,4,3,4,3,3,4,41.61991,4,4,3,5,3,3,4,3,4,4,4,46.44846,4,4,4,4,3,4,3,4,4,4,3,3,4,1,1,1,1,1,1,1,41.28381,5,3,3,3,3,4,3,3,4,3,3,28.25732,3,3,3,3,3,3,4,2,4,3,3,40.51039,3,3,3,41.21925,3,4,4,52.42143,4,3,4,3,4,4,4,4,4,2,3,4,4,4,4,4,3,34.83388,3,3,3,3,2,3,3,3,2,1,10,3,2,5,9,2,1,4,2,3
